site_no,station_name,latitude,longitude,huc,site_type
0165392005,"ACCOTINK CREEK ABOVE BARKLEY DRIVE AT FAIRFAX, VA",38.8592722,-77.2567,2070010.0,ST
0165392098,"STORM DRAIN BELOW COTTAGE STREET AT VIENNA, VA",38.8850611,-77.2531944,2070010.0,FA-STS
0165392145,"BEAR BRANCH AT WARE STREET AT VIENNA, VA",38.87972778,-77.2527944,2070010.0,ST
0165392148,"STORM DRAIN AT ONONDIO CIRCLE AT VIENNA, VA",38.89694444,-77.2441667,2070010.0,FA-STS
0165392298,"STORM DRAIN NEAR PATRICK STREET AT VIENNA, VA",38.8836,-77.2496194,2070010.0,FA-STS
0165392305,"BEAR BRANCH TRIB 1 BELOW COTTAGE ST AT VIENNA, VA",38.8836083,-77.2496306,2070010.0,ST
0165392338,"BEAR BRANCH TRIB 1 AT MOUTH AT VIENNA, VA",38.87995556,-77.2521917,2070010.0,ST
0165392363,"BEAR BRANCH AT ALBANY COURT AT VIENNA, VA",38.87794444,-77.2536833,2070010.0,ST
0165392387,"BEAR BRANCH ABOVE HUNTER ROAD AT VIENNA, VA",38.874925,-77.254175,2070010.0,ST
0165392390,"STORM DRAIN 1 AT ESPANA COURT AT VIENNA, VA",38.87475,-77.2529583,2070010.0,FA-STS
0165392395,"STORM DRAIN 2 AT ESPANA COURT AT VIENNA, VA",38.8738861,-77.2529556,2070010.0,FA-STS
01653925,"BEAR BRANCH NEAR VIENNA, VA",38.86511199,-77.2552604,2070010.0,ST
0165393045,"BEAR BRANCH NEAR KAREN DRIVE NEAR FAIRFAX, VA",38.861,-77.2562583,2070010.0,ST
0165393070,"ACCOTINK CREEK ABOVE BARKLEY DRIVE NR FAIRFAX, VA",38.8593361,-77.2556306,2070010.0,ST
01653940,"ACCOTINK CREEK AT BARKLEY DR NEAR FAIRFAX, VA",38.85816766,-77.2549827,2070010.0,ST
0165394250,"ACCOTINK CR ABOVE PROSPERITY AVE NEAR FAIRFAX, VA",38.85408056,-77.2496556,2070010.0,ST
0165394258,"STORM DRAIN 1 BELOW STONEWALL DRIVE AT VIENNA, VA",38.8886861,-77.23482778,2070010.0,FA-STS
0165394260,"STORM DRAIN 2 BELOW STONEWALL DRIVE AT VIENNA, VA",38.8886861,-77.2348167,2070010.0,FA-STS
0165394490,"LONG BRANCH BELOW COTTAGE STREET AT VIENNA, VA",38.8842333,-77.2367861,2070010.0,ST
0165394660,"LONG BRANCH AT WESLEYAN STREET AT VIENNA, VA",38.88109167,-77.238475,2070010.0,ST
0165394695,"STORM DRAIN AT PROSPERITY AVENUE AT VIENNA, VA",38.88106944,-77.2340944,2070010.0,FA-STS
0165394710,"STORM DRAIN BELOW INTERSTATE 66 AT VIENNA, VA",38.8798083,-77.23880278,2070010.0,FA-STS
0165394715,"LONG BRANCH BELOW INTERSTATE 66 AT VIENNA, VA",38.87968889,-77.2388556,2070010.0,ST
0165394775,"STORM DRAIN 1 NR PROSPERITY AVENUE AT VIENNA, VA",38.87845278,-77.23795278,2070010.0,FA-STS
0165394780,"STORM DRAIN 2 NR PROSPERITY AVENUE AT VIENNA, VA",38.8781972,-77.23773889,2070010.0,FA-STS
0165394960,"LONG BRANCH ABOVE OLD LEE HIGHWAY AT VIENNA, VA",38.87427778,-77.2419944,2070010.0,ST
01653950,"LONG BRANCH AT VIENNA, VA",38.8731674,-77.2424822,2070010.0,ST
0165395130,"LONG BRANCH AT DOGWOOD LANE AT VIENNA, VA",38.87059444,-77.2428,2070010.0,ST
0165395865,"STORM DRAIN AT EXECUTIVE PARK AVE NEAR FAIRFAX, VA",38.867175,-77.2397194,2070010.0,FA-STS
0165395975,"LONG BRANCH ABOVE ARLINGTON BLVD NEAR FAIRFAX, VA",38.86573889,-77.2432361,2070010.0,ST
01653960,"LONG BRANCH AT ARLINGTON BLVD NEAR VIENNA, VA",38.86511198,-77.2438712,2070010.0,ST
0165396330,"LONG BRANCH NEAR COPELAND POND CT NEAR FAIRFAX, VA",38.8627083,-77.2457556,2070010.0,ST
0165396825,"LONG BRANCH NEAR MANTUA DRIVE NEAR FAIRFAX, VA",38.85874167,-77.2481556,2070010.0,ST
0165397320,"LONG BRANCH AT MOUTH NEAR FAIRFAX, VA",38.8546472,-77.2493167,2070010.0,ST
01653975,"ACCOTINK CREEK AT PROSPERITY AVE NEAR FAIRFAX, VA",38.85372328,-77.24692699,2070010.0,ST
0165397510,"ACCOTINK CR BELOW PROSPERITY AVE NEAR FAIRFAX, VA",38.85305556,-77.2458333,2070010.0,ST
0165397515,"STORM DRAIN AT SHANDWICK PLACE NEAR FAIRFAX, VA",38.86201944,-77.23181389,2070010.0,FA-STS
0165397550,"STORM DRAIN AT APPLEGATE COURT NEAR FAIRFAX, VA",38.85865278,-77.2350056,2070010.0,FA-STS
0165397590,"ACCOTINK CR TRIB 6 AT HILLSIDE PL NR FAIRFAX, VA",38.8581583,-77.2405556,2070010.0,ST
0165397640,"ACCOTINK CR TRIB 6 AT MOUTH NEAR FAIRFAX, VA",38.8536111,-77.2455556,2070010.0,ST
0165397705,"ACCOTINK CREEK NEAR BEVERLY DRIVE NEAR FAIRFAX, VA",38.8487222,-77.239325,2070010.0,ST
0165397715,"STORM DRAIN NEAR BEVERLY DRIVE NEAR FAIRFAX, VA",38.84840278,-77.2385194,2070010.0,FA-STS
0165397840,"STORM DRAIN AT BOSWORTH COURT NEAR FAIRFAX, VA",38.84413889,-77.2638833,2070010.0,FA-STS
0165397875,"STORM DRAIN AT CHANTAL LANE NEAR FAIRFAX, VA",38.8448972,-77.2592056,2070010.0,FA-STS
0165397915,"CROOK BRANCH AT GLADE HILL ROAD NEAR FAIRFAX, VA",38.8452583,-77.2529972,2070010.0,ST
0165397925,"CROOK BRANCH TRIBUTARY 1 AT MOUTH NEAR FAIRFAX, VA",38.8450611,-77.2529444,2070010.0,ST
0165397950,"STORM DRAIN AT GLADE HILL ROAD NEAR FAIRFAX, VA",38.84425556,-77.2518694,2070010.0,FA-STS
01653980,"CROOK BRANCH AT PROSPERITY AVE NEAR FAIRFAX, VA",38.8473345,-77.2472049,2070010.0,ST
0165398350,"CROOK BRANCH AT MOUTH NEAR FAIRFAX, VA",38.84711944,-77.2396444,2070010.0,ST
01653985,"ACCOTINK CREEK AT WOODBURN RD NR ANNANDALE, VA",38.8462234,-77.2374824,2070010.0,ST
0165398530,"ACCOTINK CREEK TRIB 7 AT MOUTH NEAR ANNANDALE, VA",38.84590556,-77.2376944,2070010.0,ST
0165398550,"ACCOTINK CR TRIB 8 AT WOODBURN RD NR ANNANDALE, VA",38.85505,-77.2268361,2070010.0,ST
0165398555,"STORM DRAIN ABOVE WOODBURN ROAD NEAR ANNANDALE, VA",38.85501389,-77.2268472,2070010.0,FA-STS
0165398590,"ACCOTINK CR TRIB 8 AB CHIVALRY RD NR ANNANDALE, VA",38.85065,-77.22711389,2070010.0,ST
0165398660,"ACCOTINK CREEK TRIB 8 AT MOUTH NEAR ANNANDALE, VA",38.84561667,-77.2338944,2070010.0,ST
0165398670,"ACCOTINK CREEK TRIB 9 AT MOUTH NEAR ANNANDALE, VA",38.8443333,-77.2345806,2070010.0,ST
0165398685,"STORM DRAIN AT KAY COURT NEAR ANNANDALE, VA",38.84229444,-77.2324083,2070010.0,FA-STS
01653987,"ACCOTINK CREEK AT KING AUTHUR RD NR ANNANDALE, VA",38.84261238,-77.23025999,2070010.0,ST
01653990,"ACCOTINK CREEK NEAR LAKE BLVD NEAR ANNANDALE, VA",38.84289016,-77.2266488,2070010.0,ST
0165399020,"ACCOTINK CREEK NR HILLCREST LANE NR ANNANDALE, VA",38.84399444,-77.2221361,2070010.0,ST
0165399035,"ACCOTINK CR TRIB 10 NR REBEL DR AT ANNANDALE, VA",38.84793889,-77.2194361,2070010.0,ST
0165399055,"ACCOTINK CREEK TRIB 10 AT MOUTH NR ANNANDALE, VA",38.84401389,-77.2220583,2070010.0,ST
0165399060,"STORM DRAIN NEAR THOR DRIVE AT ANNANDALE, VA",38.84442778,-77.2193056,2070010.0,FA-STS
0165399095,"ACCOTINK CR AB LITTLE RIVER TPKE NR ANNANDALE, VA",38.83621944,-77.220225,2070010.0,ST
0165399132,"STORM DRAIN AT MACGREGOR COURT AT ANNANDALE, VA",38.84341389,-77.2133861,2070010.0,FA-STS
0165399155,"ACCOTINK CR TRIB 11 NR HIRST DR AT ANNANDALE, VA",38.83725278,-77.2155917,2070010.0,ST
0165399190,"ACCOTINK CR TRIB 1 TO TRIB 11 AT ANNANDALE, VA",38.8369472,-77.2156167,2070010.0,ST
0165399215,"ACCOTINK CREEK TRIB 11 AT MOUTH AT ANNANDALE, VA",38.83479167,-77.21861389,2070010.0,ST
0165399225,"ACCOTINK CREEK NEAR ACCOTINK PKWY AT ANNANDALE, VA",38.83259444,-77.2199611,2070010.0,ST
0165399235,"STORM DRAIN 1 AT CARMELO DRIVE AT ANNANDALE, VA",38.8306472,-77.2084972,2070010.0,FA-STS
0165399237,"STORM DRAIN 2 AT CARMELO DRIVE AT ANNANDALE, VA",38.83066667,-77.2085111,2070010.0,FA-STS
0165399252,"STORM DRAIN AT AMERICANA DRIVE AT ANNANDALE, VA",38.83273056,-77.2137333,2070010.0,FA-STS
0165399255,"STORM DRAIN NEAR IVYMOUNT COURT AT ANNANDALE, VA",38.830375,-77.2144,2070010.0,FA-STS
0165399285,"ACCOTINK CREEK TRIB 12 AT MOUTH AT ANNANDALE, VA",38.83236389,-77.219725,2070010.0,ST
0165399313,"ACCOTINK CREEK NEAR WOODLARK DR AT ANNANDALE, VA",38.82850278,-77.2238083,2070010.0,ST
0165399345,"ACCOTINK CR TRIB 13 AT HILLCREST NR ANNANDALE, VA",38.83821389,-77.22953889,2070010.0,ST
0165399368,"STORM DRAIN AT CAMPUS DRIVE NEAR ANNANDALE, VA",38.8350361,-77.2345306,2070010.0,FA-STS
0165399430,"ACCOTINK CREEK TRIB 13 AT MOUTH AT ANNANDALE, VA",38.8283472,-77.22440278,2070010.0,ST
0165399438,"ACCOTINK CREEK NR BRIAR CREEK DR NR ANNANDALE, VA",38.8264083,-77.22392778,2070010.0,ST
0165399495,"ACCOTINK CREEK TRIB 14 AT MOUTH NEAR ANNANDALE, VA",38.82629167,-77.2243861,2070010.0,ST
01653995,"ACCOTINK CREEK BELOW MILL CREEK NR ANNANDALE, VA",38.8256682,-77.2244267,2070010.0,ST
0165399507,"STORM DRAIN AT PATRIOT LANE AT ANNANDALE, VA",38.82507778,-77.2181861,2070010.0,FA-STS
0165399515,"ACCOTINK CREEK TRIB 15 AT MOUTH NEAR ANNANDALE, VA",38.82542778,-77.223875,2070010.0,ST
0165399522,"STORM DRAIN NEAR COMMONS DRIVE AT ANNANDALE, VA",38.8222972,-77.2212556,2070010.0,FA-STS
0165399535,"ACCOTINK CREEK ABOVE TURKEY RUN NEAR ANNANDALE, VA",38.81646389,-77.2280417,2070010.0,ST
0165399573,"TURKEY RUN NEAR BANFF STREET NEAR ANNANDALE, VA",38.82666667,-77.2441667,2070010.0,ST
0165399575,"TURKEY RUN ABOVE SUGARBUSH COURT NR ANNANDALE, VA",38.82588889,-77.24117778,2070010.0,ST
0165399585,"TURKEY RUN TRIB 1 NR SUGARBUSH CT NR ANNANDALE, VA",38.824825,-77.2380111,2070010.0,ST
01653996,"TURKEY RUN AT WAKEFIELD CHAPEL RD NR ANNANDALE, VA",38.8223349,-77.2349826,2070010.0,ST
0165399645,"TURKEY RUN ABOVE PRIVATE LANE NEAR ANNANDALE, VA",38.82078056,-77.23226389,2070010.0,ST
0165399675,"STORM DRAIN AT OLD WELL ROAD NEAR ANNANDALE, VA",38.81809444,-77.23281389,2070010.0,FA-STS
0165399715,"TURKEY RUN AT MOUTH NEAR ANNANDALE, VA",38.81638889,-77.2286111,2070010.0,ST
0165399770,"STORM DRAIN AT KALORAMA ROAD AT ANNANDALE, VA",38.81355,-77.2178167,2070010.0,FA-STS
01654000,"ACCOTINK CREEK NEAR ANNANDALE, VA",38.81289066,-77.2283158,2070010.0,ST
01654079,"LONG BRANCH NR OLD CREEK DRIVE NR FAIRFAX, VA",38.82924444,-77.2774111,2070010.0,ST
01654094,"LONG BRANCH NR PICKETT ROAD NR FAIRFAX, VA",38.8258222,-77.272875,2070010.0,ST
01654107,"LONG BRANCH AT OLLEY LANE NR FAIRFAX, VA",38.8246,-77.2667,2070010.0,ST
01654197,"LONG BRANCH ABOVE GUINEA ROAD NR FAIRFAX, VA",38.82101667,-77.2627806,2070010.0,ST
01654200,"LONG BRANCH AT GUINEA RD NEAR FAIRFAX, VA",38.8206683,-77.26220559,2070010.0,ST
01654250,"LONG BRANCH BELOW GUINEA ROAD NR FAIRFAX, VA",38.82049444,-77.2604111,2070010.0,ST
01654259,"LONG BRANCH NR TABARD TRAIL NR FAIRFAX, VA",38.8176111,-77.2566556,2070010.0,ST
01654345,"LONG BRANCH AB WOODLAND WAY NEAR FAIRFAX, VA",38.817275,-77.2505417,2070010.0,ST
01654500,"LONG BRANCH NEAR ANNANDALE, VA",38.81358508,-77.2364549,2070010.0,ST
01654514,"ACCOTINK CR NR DANBURY FOREST DR NR ANNANDALE, VA",38.80675,-77.2331194,2070010.0,ST
01654520,"ACCOTINK CREEK BELOW LONG BR NR ANNANDALE, VA",38.80427969,-77.2324827,2070010.0,ST
01655180,"EAST FORK RABBIT BR AT BRADDOCK RD AT FAIRFAX, VA",38.8265017,-77.2941509,2070010.0,ST
01655250,"RABBIT BRANCH BELOW BRADDOCK RD NEAR FAIRFAX, VA",38.81983514,-77.2905397,2070010.0,ST
01655305,"RABBIT BRANCH TRIBUTARY AB LAKE ROYAL NR BURKE, VA",38.80841667,-77.2967833,2070010.0,ST
01655310,"RABBIT BRANCH NEAR BURKE, VA",38.8017799,-77.28831759,2070010.0,ST
384801076543501,PG Ed  33,38.8003916,-76.9094175,2070010.0,GW
384802077022200,"POTOMAC RIVER AT WOLFE STREET AT ALEXANDRIA, VA",38.80055556,-77.0394444,2070010.0,ST-TS
384805077031301,54U 27E,38.8015023,-77.0533105,2070010.0,GW
384808077045501,54U 28E,38.80233558,-77.0816447,2070010.0,GW
384811077022100,"POTOMAC RIVER AT PRINCE STREET AT ALEXANDRIA, VA",38.80305556,-77.0391667,2070010.0,ST-TS
384813076590203,PG Ec  26,38.80372465,-76.98358618,2070010.0,GW
384815077011001,POTOMAC RIVER AT BLUE PLAINS,38.81261326,-77.0363656,2070010.0,ES
384815077022200,"POTOMAC RIVER AT 2 KING STREET AT ALEXANDRIA, VA",38.80416667,-77.0394444,2070010.0,ST-TS
384816077022500,"POTOMAC RIVER AT 101 KING ST AT ALEXANDRIA, VA",38.80444444,-77.04027778,2070010.0,ST-TS
384820076563701,PG2013G001,38.80555556,-76.9436111,2070010.0,GW
384822077022101,PG Eb   1,38.80622448,-77.0388656,2070010.0,GW
384823077022000,"POTOMAC R AT FOUNDERS PARK DOCK AT ALEXANDRIA, VA",38.80638889,-77.03888889,2070010.0,ST-TS
384823077022300,"POTOMAC RIVER AT FOUNDERS PARK AT ALEXANDRIA, VA",38.80638889,-77.0397222,2070010.0,ST-TS
384823077022301,54U 47F,38.80650225,-77.03942119,2070010.0,GW
384823077135901,ACCOTINK CREEK BELOW LONG BR X-SECT. A,38.80653056,-77.2331111,,LA-SR
384823077135902,ACCOTINK CREEK BELOW LONG BR X-SECT. B,38.80653056,-77.2331111,,LA-SR
384823077135903,ACCOTINK CREEK BELOW LONG BR X-SECT. C,38.80653056,-77.2331111,,LA-SR
384823077135904,ACCOTINK CREEK BELOW LONG BR X-SECT. D,38.80653056,-77.2331111,,LA-SR
384823077135905,ACCOTINK CREEK BELOW LONG BR X-SECT. E,38.80653056,-77.2331111,,LA-SR
384823077135906,ACCOTINK CREEK BELOW LONG BR X-SECT. F,38.80653056,-77.2331111,,LA-SR
384823077135907,ACCOTINK CREEK BELOW LONG BR X-SECT. G,38.80653056,-77.2331111,,LA-SR
384823077135908,ACCOTINK CREEK BELOW LONG BR X-SECT. H,38.80653056,-77.2331111,,LA-SR
384823077135909,ACCOTINK CREEK BELOW LONG BR X-SECT. I,38.80653056,-77.2331111,,LA-SR
384823077135910,ACCOTINK CREEK BELOW LONG BR X-SECT. J,38.80653056,-77.2331111,,LA-SR
384823077135911,ACCOTINK CREEK BELOW LONG BR X-SECT. K,38.80653056,-77.2331111,,LA-SR
384823077135912,ACCOTINK CREEK BELOW LONG BR X-SECT. L,38.80653056,-77.2331111,,LA-SR
384823077135913,ACCOTINK CREEK BELOW LONG BR X-SECT. M,38.80653056,-77.2331111,,LA-SR
384823077135914,ACCOTINK CREEK BELOW LONG BR X-SECT. N,38.80653056,-77.2331111,,LA-SR
384823077135915,ACCOTINK CREEK BELOW LONG BR X-SECT. O,38.80653056,-77.2331111,,LA-SR
384823077135916,ACCOTINK CREEK BELOW LONG BR X-SECT. P,38.80653056,-77.2331111,,LA-SR
384827077040801,54U 43E,38.80761329,-77.0685888,2070010.0,GW
384828077040601,54U 44E,38.80789106,-77.06803318,2070010.0,GW
384828077040801,54U 42E,38.80789106,-77.0685888,2070010.0,GW
384833077022601,54U 19F,38.80927998,-77.0402546,2070010.0,GW
384842077134508,"BRADDOCK RD PUMP STA NR ANNANDALE, VA",38.81177957,-77.22887139,2070010.0,AT
384843077054301,54U 50D,38.8120576,-77.0949784,2070010.0,GW
384844077021800,"POTOMAC RIVER AT 100 MADISON ST AT ALEXANDRIA, VA",38.8122222,-77.0383333,2070010.0,ST-TS
384844077022200,"POTOMAC RIVER AT 120 MADISON ST AT ALEXANDRIA, VA",38.8122222,-77.0394444,2070010.0,ST-TS
384844077030001,54U 30E,38.81233546,-77.04969929,2070010.0,GW
384845077134201,ACCOTINK CREEK NEAR ANNANDALE X-SECT. A,38.8127,-77.2285,,LA-SR
384845077134202,ACCOTINK CREEK NEAR ANNANDALE X-SECT. B,38.8127,-77.2285,,LA-SR
384845077134203,ACCOTINK CREEK NEAR ANNANDALE X-SECT. C,38.8127,-77.2285,,LA-SR
384845077134204,ACCOTINK CREEK NEAR ANNANDALE X-SECT. D,38.8127,-77.2285,,LA-SR
384845077134205,ACCOTINK CREEK NEAR ANNANDALE X-SECT. E,38.8127,-77.2285,,LA-SR
384845077134206,ACCOTINK CREEK NEAR ANNANDALE X-SECT. F,38.8127,-77.2285,,LA-SR
384845077134207,ACCOTINK CREEK NEAR ANNANDALE X-SECT. G,38.8127,-77.2285,,LA-SR
384845077134208,ACCOTINK CREEK NEAR ANNANDALE X-SECT. H,38.8127,-77.2285,,LA-SR
384845077134209,ACCOTINK CREEK NEAR ANNANDALE X-SECT. I,38.8127,-77.2285,,LA-SR
384845077134210,ACCOTINK CREEK NEAR ANNANDALE X-SECT. J,38.8127,-77.2285,,LA-SR
384845077134211,ACCOTINK CREEK NEAR ANNANDALE X-SECT. K,38.8127,-77.2285,,LA-SR
384845077134212,ACCOTINK CREEK NEAR ANNANDALE X-SECT. L,38.8127,-77.2285,,LA-SR
384845077134213,ACCOTINK CREEK NEAR ANNANDALE X-SECT. M,38.8127,-77.2285,,LA-SR
384845077134214,ACCOTINK CREEK NEAR ANNANDALE X-SECT. N,38.8127,-77.2285,,LA-SR
384845077134215,ACCOTINK CREEK NEAR ANNANDALE X-SECT. O,38.8127,-77.2285,,LA-SR
384845077134216,ACCOTINK CREEK NEAR ANNANDALE X-SECT. P,38.8127,-77.2285,,LA-SR
384846077022401,54U 18F,38.812891,-77.03969899,2070010.0,GW
384848077141301,LONG BRANCH NR ANNANDALE FLOODPLAIN1A,38.81343056,-77.23685,,LA-SR
384848077141302,LONG BRANCH NR ANNANDALE FLOODPLAIN1B,38.81343056,-77.23685,,LA-SR
384848077141303,LONG BRANCH NR ANNANDALE FLOODPLAIN1C,38.81343056,-77.23685,,LA-SR
384848077141304,LONG BRANCH NR ANNANDALE FLOODPLAIN1D,38.81343056,-77.23685,,LA-SR
384848077141305,LONG BRANCH NR ANNANDALE FLOODPLAIN1E,38.81343056,-77.23685,,LA-SR
384848077141306,LONG BRANCH NR ANNANDALE FLOODPLAIN2A,38.81343056,-77.23685,,LA-SR
384848077141307,LONG BRANCH NR ANNANDALE FLOODPLAIN2B,38.81343056,-77.23685,,LA-SR
384848077141308,LONG BRANCH NR ANNANDALE FLOODPLAIN2C,38.81343056,-77.23685,,LA-SR
384848077141309,LONG BRANCH NR ANNANDALE FLOODPLAIN2D,38.81343056,-77.23685,,LA-SR
384848077141310,LONG BRANCH NR ANNANDALE FLOODPLAIN2E,38.81343056,-77.23685,,LA-SR
384848077141311,LONG BRANCH NR ANNANDALE FLOODPLAIN3A,38.81343056,-77.23685,,LA-SR
384848077141312,LONG BRANCH NR ANNANDALE FLOODPLAIN3B,38.81343056,-77.23685,,LA-SR
384848077141313,LONG BRANCH NR ANNANDALE FLOODPLAIN3C,38.81343056,-77.23685,,LA-SR
384848077141314,LONG BRANCH NR ANNANDALE FLOODPLAIN3D,38.81343056,-77.23685,,LA-SR
384848077141315,LONG BRANCH NR ANNANDALE FLOODPLAIN3E,38.81343056,-77.23685,,LA-SR
384848077141316,LONG BRANCH NR ANNANDALE FLOODPLAIN4A,38.81343056,-77.23685,,LA-SR
384848077141317,LONG BRANCH NR ANNANDALE FLOODPLAIN4B,38.81343056,-77.23685,,LA-SR
384848077141318,LONG BRANCH NR ANNANDALE FLOODPLAIN4C,38.81343056,-77.23685,,LA-SR
384848077141319,LONG BRANCH NR ANNANDALE FLOODPLAIN4D,38.81343056,-77.23685,,LA-SR
384848077141320,LONG BRANCH NR ANNANDALE FLOODPLAIN4E,38.81343056,-77.23685,,LA-SR
384851077002001,PG Eb   2,38.81427996,-77.0052535,2070010.0,GW
384852077001701,54U 37F,38.8145577,-77.0044202,2070010.0,GW
384852077014000,BLUE PLAINS SEWAGE TREATMENT PLANT,38.81455769,-77.0274764,2070010.0,ST
384852077014001,BLUE PLAINS SEWAGE TREATMENT PLANT OUTFALL 001,38.81455769,-77.0274764,2070010.0,ST
384852077014002,BLUE PLAINS SEWAGE TREATMENT PLANT OUTFALL 002,38.81455769,-77.0274764,2070010.0,ST
384852077020500,POTOMAC RIVER AT MARBURY POINT,38.81455768,-77.034421,2070010.0,ES
384854076543601,PG Ed  32,38.81511355,-76.9096953,2070010.0,GW
384856077030501,54U 15E,38.8156687,-77.0510882,2070010.0,GW
384858077030501,54U 14E,38.81622428,-77.0510882,2070010.0,GW
384900077020000,POTOMAC RIVER LAGRANGIAN SHALLOW,38.81677986,-77.0330321,2070010.0,ES
384900077021000,POTOMAC RIVER LAGRANGIAN CHANNEL,38.81677986,-77.03580999,2070010.0,ES
384902077030501,54U 17E,38.81733537,-77.0510882,2070010.0,GW
384902077150201,Long Branch Woodland Way Floodplain1A,38.817275,-77.2505417,,LA-SR
384902077150202,Long Branch Woodland Way Floodplain1B,38.817275,-77.2505417,,LA-SR
384902077150203,Long Branch Woodland Way Floodplain1C,38.817275,-77.2505417,,LA-SR
384902077150204,Long Branch Woodland Way Floodplain1D,38.817275,-77.2505417,,LA-SR
384902077150205,Long Branch Woodland Way Floodplain1E,38.817275,-77.2505417,,LA-SR
384902077150206,Long Branch Woodland Way Floodplain2A,38.817275,-77.2505417,,LA-SR
384902077150207,Long Branch Woodland Way Floodplain2B,38.817275,-77.2505417,,LA-SR
384902077150208,Long Branch Woodland Way Floodplain2C,38.817275,-77.2505417,,LA-SR
384902077150209,Long Branch Woodland Way Floodplain2D,38.817275,-77.2505417,,LA-SR
384902077150210,Long Branch Woodland Way Floodplain2E,38.817275,-77.2505417,,LA-SR
384902077150211,Long Branch Woodland Way Floodplain3A,38.817275,-77.2505417,,LA-SR
384902077150212,Long Branch Woodland Way Floodplain3B,38.817275,-77.2505417,,LA-SR
384902077150213,Long Branch Woodland Way Floodplain3C,38.817275,-77.2505417,,LA-SR
384902077150214,Long Branch Woodland Way Floodplain3D,38.817275,-77.2505417,,LA-SR
384902077150215,Long Branch Woodland Way Floodplain3E,38.817275,-77.2505417,,LA-SR
384902077150216,Long Branch Woodland Way Floodplain4A,38.817275,-77.2505417,,LA-SR
384902077150217,Long Branch Woodland Way Floodplain4B,38.817275,-77.2505417,,LA-SR
384902077150218,Long Branch Woodland Way Floodplain4C,38.817275,-77.2505417,,LA-SR
384902077150219,Long Branch Woodland Way Floodplain4D,38.817275,-77.2505417,,LA-SR
384902077150220,Long Branch Woodland Way Floodplain4E,38.817275,-77.2505417,,LA-SR
384903077053001,54U 34D,38.81761307,-77.0913672,2070010.0,GW
384903077152401,Long Branch Tabard Place Floodplain1A,38.8176111,-77.2567,,LA-SR
384903077152402,Long Branch Tabard Place Floodplain1B,38.8176111,-77.2567,,LA-SR
384903077152403,Long Branch Tabard Place Floodplain1C,38.8176111,-77.2567,,LA-SR
384903077152404,Long Branch Tabard Place Floodplain1D,38.8176111,-77.2567,,LA-SR
384903077152405,Long Branch Tabard Place Floodplain1E,38.8176111,-77.2567,,LA-SR
384903077152406,Long Branch Tabard Place Floodplain2A,38.8176111,-77.2567,,LA-SR
384903077152407,Long Branch Tabard Place Floodplain2B,38.8176111,-77.2567,,LA-SR
384903077152408,Long Branch Tabard Place Floodplain2C,38.8176111,-77.2567,,LA-SR
384903077152409,Long Branch Tabard Place Floodplain2D,38.8176111,-77.2567,,LA-SR
384903077152410,Long Branch Tabard Place Floodplain2E,38.8176111,-77.2567,,LA-SR
384903077152411,Long Branch Tabard Place Floodplain3A,38.8176111,-77.2567,,LA-SR
384903077152412,Long Branch Tabard Place Floodplain3B,38.8176111,-77.2567,,LA-SR
384903077152413,Long Branch Tabard Place Floodplain3C,38.8176111,-77.2567,,LA-SR
384903077152414,Long Branch Tabard Place Floodplain3D,38.8176111,-77.2567,,LA-SR
384903077152415,Long Branch Tabard Place Floodplain3E,38.8176111,-77.2567,,LA-SR
384903077152416,Long Branch Tabard Place Floodplain4A,38.8176111,-77.2567,,LA-SR
384903077152417,Long Branch Tabard Place Floodplain4B,38.8176111,-77.2567,,LA-SR
384903077152418,Long Branch Tabard Place Floodplain4C,38.8176111,-77.2567,,LA-SR
384903077152419,Long Branch Tabard Place Floodplain4D,38.8176111,-77.2567,,LA-SR
384903077152420,Long Branch Tabard Place  Floodplain4E,38.8176111,-77.2567,,LA-SR
384904077030401,54U  8E,38.8178909,-77.0508104,2070010.0,GW
384906077030201,54U  7E,38.81844647,-77.0502549,2070010.0,GW
384907077030201,54U  6E,38.81872424,-77.0502549,2070010.0,GW
384914077153701,LONG BRANCH BELOW GUINEA RD FLOODPLAIN1A,38.82049444,-77.2604111,,LA-SR
384914077153702,LONG BRANCH BELOW GUINEA RD FLOODPLAIN1B,38.82049444,-77.2604111,,LA-SR
384914077153703,LONG BRANCH BELOW GUINEA RD FLOODPLAIN1C,38.82049444,-77.2604111,,LA-SR
384914077153704,LONG BRANCH BELOW GUINEA RD FLOODPLAIN1D,38.82049444,-77.2604111,,LA-SR
384914077153705,LONG BRANCH BELOW GUINEA RD FLOODPLAIN1E,38.82049444,-77.2604111,,LA-SR
384914077153706,LONG BRANCH BELOW GUINEA RD FLOODPLAIN2A,38.82049444,-77.2604111,,LA-SR
384914077153707,LONG BRANCH BELOW GUINEA RD FLOODPLAIN2B,38.82049444,-77.2604111,,LA-SR
384914077153708,LONG BRANCH BELOW GUINEA RD FLOODPLAIN2C,38.82049444,-77.2604111,,LA-SR
384914077153709,LONG BRANCH BELOW GUINEA RD FLOODPLAIN2D,38.82049444,-77.2604111,,LA-SR
384914077153710,LONG BRANCH BELOW GUINEA RD FLOODPLAIN2E,38.82049444,-77.2604111,,LA-SR
384914077153711,LONG BRANCH BELOW GUINEA RD FLOODPLAIN3A,38.82049444,-77.2604111,,LA-SR
